sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Forest County,2020-09-17,,,,,-25.0,
Forest County,2020-09-18,,,,,-21.0,
Forest County,2020-09-21,,,,,-15.0,
Forest County,2020-09-22,,,,,-21.0,
Forest County,2020-09-23,,,,,-19.0,
Forest County,2020-09-24,,,,,-21.0,
Forest County,2020-09-25,,,,,-18.0,
Forest County,2020-09-28,,,,,-20.0,
Forest County,2020-09-29,,,,,-25.0,
Forest County,2020-09-30,,,,,-26.0,
Forest County,2020-10-01,,,,,-27.0,
Forest County,2020-10-02,,,,,-28.0,
Forest County,2020-10-05,,,,,-23.0,
Forest County,2020-10-06,,,,,-25.0,
Forest County,2020-10-07,,,,,-26.0,
Forest County,2020-10-08,,,,,-22.0,
Forest County,2020-10-09,,,,,-24.0,
Forest County,2020-10-12,,,,,-28.0,
Forest County,2020-10-13,,,,,-25.0,
Forest County,2020-10-14,,,,,-26.0,
Forest County,2020-10-15,,,,,-26.0,
Forest County,2020-10-16,,,,,-19.0,
Forest County,2020-10-19,,,,,-30.0,
Forest County,2020-10-20,,,,,-26.0,
Forest County,2020-10-21,,,,,-23.0,
Forest County,2020-10-22,,,,,-21.0,
Forest County,2020-10-23,,,,,-18.0,
Forest County,2020-10-26,,,,,-23.0,
Forest County,2020-10-27,,,,,-24.0,
Forest County,2020-10-28,,,,,-18.0,
Forest County,2020-10-29,,,,,-22.0,
Forest County,2020-10-30,,,,,-15.0,
Forest County,2020-11-02,,,,,-15.0,
Forest County,2020-11-03,,,,,-22.0,
Forest County,2020-11-04,,,,,-15.0,
Forest County,2020-11-05,,,,,-14.0,
Forest County,2020-11-06,,,,,-15.0,
Forest County,2020-11-09,,,,,-20.0,
Forest County,2020-11-10,,,,,-23.0,
Forest County,2020-11-11,,,,,-24.0,
Forest County,2020-11-12,,,,,-14.0,
Forest County,2020-11-13,,,,,-14.0,
Grant County,2020-02-15,22.0,13.0,,,8.0,
Grant County,2020-02-16,13.0,7.0,,,10.0,
Grant County,2020-02-17,-17.0,-9.0,,,2.0,5.0
Grant County,2020-02-18,3.0,3.0,,,6.0,0.0
Grant County,2020-02-19,6.0,2.0,,,9.0,0.0
Grant County,2020-02-20,4.0,-1.0,,,7.0,1.0
Grant County,2020-02-21,16.0,3.0,,,8.0,-1.0
Grant County,2020-02-22,21.0,17.0,,,10.0,
Grant County,2020-02-23,15.0,12.0,,,13.0,
Grant County,2020-02-24,5.0,5.0,,,10.0,0.0
Grant County,2020-02-25,4.0,0.0,,,8.0,1.0
Grant County,2020-02-26,15.0,2.0,,,8.0,0.0
Grant County,2020-02-27,10.0,2.0,,,8.0,0.0
Grant County,2020-02-28,19.0,6.0,,,0.0,0.0
Grant County,2020-02-29,27.0,25.0,,,10.0,
Grant County,2020-03-01,21.0,20.0,,,13.0,
Grant County,2020-03-02,6.0,2.0,,,10.0,0.0
Grant County,2020-03-03,14.0,14.0,,,7.0,0.0
Grant County,2020-03-04,16.0,6.0,,,7.0,0.0
Grant County,2020-03-05,7.0,6.0,,,7.0,1.0
Grant County,2020-03-06,27.0,9.0,,,7.0,-2.0
Grant County,2020-03-07,30.0,23.0,,,11.0,
Grant County,2020-03-08,26.0,26.0,,,12.0,
Grant County,2020-03-09,3.0,4.0,,,3.0,2.0
Grant County,2020-03-10,16.0,11.0,,,3.0,0.0
Grant County,2020-03-11,15.0,9.0,,,3.0,0.0
Grant County,2020-03-12,15.0,20.0,,,2.0,2.0
Grant County,2020-03-13,26.0,23.0,,,3.0,0.0
Grant County,2020-03-14,19.0,38.0,,,5.0,
Grant County,2020-03-15,8.0,30.0,,,1.0,
Grant County,2020-03-16,5.0,21.0,,,-12.0,6.0
Grant County,2020-03-17,-1.0,27.0,,,-15.0,7.0
Grant County,2020-03-18,-23.0,14.0,,,-19.0,12.0
Grant County,2020-03-19,-38.0,-1.0,,,-23.0,14.0
Grant County,2020-03-20,-27.0,10.0,,,-28.0,15.0
Grant County,2020-03-21,-41.0,10.0,,,-13.0,
Grant County,2020-03-22,-42.0,-14.0,,,-24.0,
Grant County,2020-03-23,-31.0,3.0,,,-30.0,13.0
Grant County,2020-03-24,-40.0,-11.0,,,-35.0,15.0
Grant County,2020-03-25,-48.0,-19.0,,,-37.0,17.0
Grant County,2020-03-26,-48.0,-18.0,,,-37.0,20.0
Grant County,2020-03-27,-42.0,-20.0,,,-39.0,19.0
Grant County,2020-03-28,-50.0,-14.0,,,-21.0,
Grant County,2020-03-29,-47.0,-24.0,,,-27.0,
Grant County,2020-03-30,-39.0,-14.0,,,-37.0,16.0
Grant County,2020-03-31,-42.0,-11.0,,,-40.0,18.0
Grant County,2020-04-01,-34.0,-9.0,,,-40.0,17.0
Grant County,2020-04-02,-41.0,-11.0,,,-40.0,19.0
Grant County,2020-04-03,-37.0,-11.0,,,-40.0,21.0
Grant County,2020-04-04,-39.0,1.0,,,-15.0,
Grant County,2020-04-05,-39.0,-5.0,,,-21.0,
Grant County,2020-04-06,-40.0,-15.0,,,-39.0,18.0
Grant County,2020-04-07,-37.0,-7.0,,,-41.0,16.0
Grant County,2020-04-08,-40.0,-10.0,,,-40.0,18.0
Grant County,2020-04-09,-44.0,-9.0,,,-40.0,20.0
Grant County,2020-04-10,-33.0,-4.0,,,-46.0,20.0
Grant County,2020-04-11,-39.0,12.0,,,-25.0,
Grant County,2020-04-12,-69.0,-31.0,,,-35.0,
Grant County,2020-04-13,-36.0,-11.0,,,-38.0,18.0
Grant County,2020-04-14,-40.0,-16.0,,,-37.0,19.0
Grant County,2020-04-15,-29.0,0.0,,,-38.0,17.0
Grant County,2020-04-16,-31.0,-7.0,,,-37.0,18.0
Grant County,2020-04-17,-29.0,-9.0,,,-40.0,20.0
Grant County,2020-04-18,-26.0,10.0,,,-17.0,
Grant County,2020-04-19,-26.0,-2.0,,,-15.0,
Grant County,2020-04-20,-31.0,-7.0,,,-36.0,16.0
Grant County,2020-04-21,-29.0,-4.0,,,-36.0,16.0
Grant County,2020-04-22,-27.0,-1.0,,,-37.0,16.0
Grant County,2020-04-23,-34.0,-7.0,,,-36.0,18.0
Grant County,2020-04-24,-27.0,-6.0,,,-37.0,18.0
Grant County,2020-04-25,-16.0,18.0,,,-11.0,
Grant County,2020-04-26,-16.0,13.0,,,-14.0,
Grant County,2020-04-27,-22.0,-5.0,,,-36.0,16.0
Grant County,2020-04-28,-26.0,0.0,,,-37.0,10.0
Grant County,2020-04-29,-22.0,0.0,,,-37.0,17.0
Grant County,2020-04-30,-24.0,4.0,,,-36.0,15.0
Grant County,2020-05-01,-19.0,11.0,,,-38.0,14.0
Grant County,2020-05-02,-14.0,33.0,,,-12.0,
Grant County,2020-05-03,-12.0,20.0,,,-16.0,
Grant County,2020-05-04,-20.0,0.0,,,-35.0,13.0
Grant County,2020-05-05,-21.0,5.0,,,-36.0,17.0
Grant County,2020-05-06,-20.0,9.0,,,-36.0,15.0
Grant County,2020-05-07,-25.0,8.0,,,-37.0,15.0
Grant County,2020-05-08,-19.0,10.0,,,-37.0,16.0
Grant County,2020-05-09,-16.0,40.0,,,-16.0,
Grant County,2020-05-10,-23.0,3.0,,,-17.0,
Grant County,2020-05-11,-22.0,3.0,,,-33.0,14.0
Grant County,2020-05-12,-19.0,7.0,,,-32.0,13.0
Grant County,2020-05-13,-17.0,7.0,,,-34.0,14.0
Grant County,2020-05-14,-17.0,1.0,,,-35.0,16.0
Grant County,2020-05-15,-8.0,12.0,,,-36.0,12.0
Grant County,2020-05-16,-7.0,31.0,,,-9.0,
Grant County,2020-05-17,-16.0,8.0,,,-6.0,
Grant County,2020-05-18,-11.0,4.0,,,-29.0,13.0
Grant County,2020-05-19,-10.0,13.0,,,-30.0,12.0
Grant County,2020-05-20,-4.0,11.0,,,-32.0,12.0
Grant County,2020-05-21,-8.0,15.0,,,-32.0,12.0
Grant County,2020-05-22,-2.0,18.0,,,-34.0,8.0
Grant County,2020-05-23,-7.0,30.0,,,-8.0,
Grant County,2020-05-24,20.0,33.0,,,-7.0,
Grant County,2020-05-25,1.0,12.0,,,-74.0,
Grant County,2020-05-26,-3.0,12.0,,,-27.0,10.0
Grant County,2020-05-27,0.0,16.0,,,-29.0,9.0
Grant County,2020-05-28,-12.0,0.0,,,-27.0,13.0
Grant County,2020-05-29,-1.0,12.0,,,-27.0,8.0
Grant County,2020-05-30,2.0,37.0,,,8.0,
Grant County,2020-05-31,6.0,26.0,,,5.0,
Grant County,2020-06-01,4.0,16.0,,,-25.0,8.0
Grant County,2020-06-02,-1.0,16.0,,,-25.0,8.0
Grant County,2020-06-03,7.0,20.0,,,-27.0,9.0
Grant County,2020-06-04,-6.0,12.0,,,-27.0,9.0
Grant County,2020-06-05,-1.0,18.0,,,-28.0,7.0
Grant County,2020-06-06,0.0,42.0,,,6.0,
Grant County,2020-06-07,9.0,32.0,,,8.0,
Grant County,2020-06-08,-4.0,19.0,,,-24.0,7.0
Grant County,2020-06-09,-12.0,10.0,,,-25.0,11.0
Grant County,2020-06-10,-2.0,8.0,,,-27.0,10.0
Grant County,2020-06-11,-1.0,21.0,,,-25.0,8.0
Grant County,2020-06-12,1.0,19.0,,,-28.0,5.0
Grant County,2020-06-13,2.0,48.0,,,4.0,
Grant County,2020-06-14,6.0,27.0,,,3.0,
Grant County,2020-06-15,-4.0,18.0,,,-25.0,6.0
Grant County,2020-06-16,1.0,23.0,,,-25.0,6.0
Grant County,2020-06-17,6.0,22.0,,,-27.0,5.0
Grant County,2020-06-18,2.0,18.0,,,-27.0,6.0
Grant County,2020-06-19,3.0,15.0,,,-29.0,6.0
Grant County,2020-06-20,-1.0,39.0,,,4.0,
Grant County,2020-06-21,4.0,29.0,,,4.0,
Grant County,2020-06-22,-6.0,9.0,,,-27.0,10.0
Grant County,2020-06-23,-2.0,20.0,,,-25.0,7.0
Grant County,2020-06-24,1.0,18.0,,,-26.0,7.0
Grant County,2020-06-25,-3.0,21.0,,,-26.0,6.0
Grant County,2020-06-26,-2.0,17.0,,,-28.0,9.0
Grant County,2020-06-27,4.0,40.0,,,9.0,
Grant County,2020-06-28,12.0,27.0,,,2.0,
Grant County,2020-06-29,-4.0,14.0,,,-27.0,8.0
Grant County,2020-06-30,2.0,19.0,,,-27.0,6.0
Grant County,2020-07-01,6.0,30.0,,,-30.0,6.0
Grant County,2020-07-02,6.0,27.0,,,-33.0,6.0
Grant County,2020-07-03,7.0,30.0,,,-52.0,10.0
Grant County,2020-07-04,-20.0,31.0,,,-18.0,
Grant County,2020-07-05,0.0,21.0,,,-1.0,
Grant County,2020-07-06,-1.0,17.0,,,-31.0,7.0
Grant County,2020-07-07,-5.0,16.0,,,-30.0,8.0
Grant County,2020-07-08,6.0,15.0,,,-29.0,7.0
Grant County,2020-07-09,-14.0,5.0,,,-31.0,10.0
Grant County,2020-07-10,-1.0,19.0,,,-30.0,6.0
Grant County,2020-07-11,-5.0,28.0,,,-1.0,
Grant County,2020-07-12,4.0,26.0,,,0.0,
Grant County,2020-07-13,-4.0,18.0,,,-28.0,6.0
Grant County,2020-07-14,-8.0,18.0,,,-30.0,7.0
Grant County,2020-07-15,-2.0,16.0,,,-31.0,9.0
Grant County,2020-07-16,-3.0,17.0,,,-29.0,7.0
Grant County,2020-07-17,1.0,22.0,,,-34.0,6.0
Grant County,2020-07-18,-2.0,33.0,,,0.0,
Grant County,2020-07-19,0.0,22.0,,,0.0,
Grant County,2020-07-20,-11.0,12.0,,,-26.0,6.0
Grant County,2020-07-21,-5.0,12.0,,,-27.0,7.0
Grant County,2020-07-22,-1.0,18.0,,,-28.0,6.0
Grant County,2020-07-23,-9.0,17.0,,,-28.0,6.0
Grant County,2020-07-24,-1.0,19.0,,,-31.0,6.0
Grant County,2020-07-25,-7.0,43.0,,,-2.0,
Grant County,2020-07-26,-4.0,19.0,,,-5.0,
Grant County,2020-07-27,-5.0,16.0,,,-29.0,6.0
Grant County,2020-07-28,-5.0,17.0,,,-28.0,6.0
Grant County,2020-07-29,2.0,24.0,,,-29.0,6.0
Grant County,2020-07-30,-7.0,20.0,,,-29.0,6.0
Grant County,2020-07-31,-3.0,23.0,,,-33.0,5.0
Grant County,2020-08-01,-4.0,43.0,,,0.0,
Grant County,2020-08-02,0.0,29.0,,,-2.0,
Grant County,2020-08-03,-4.0,21.0,,,-28.0,6.0
Grant County,2020-08-04,-2.0,19.0,,,-30.0,6.0
Grant County,2020-08-05,0.0,22.0,,,-29.0,6.0
Grant County,2020-08-06,-6.0,19.0,,,-29.0,6.0
Grant County,2020-08-07,2.0,16.0,,,-30.0,5.0
Grant County,2020-08-08,-1.0,41.0,,,2.0,
Grant County,2020-08-09,-4.0,15.0,,,-1.0,
Grant County,2020-08-10,-1.0,7.0,,,-30.0,5.0
Grant County,2020-08-11,3.0,21.0,,,-28.0,4.0
Grant County,2020-08-12,3.0,20.0,,,-28.0,5.0
Grant County,2020-08-13,-5.0,17.0,,,-29.0,6.0
Grant County,2020-08-14,0.0,20.0,,,-31.0,4.0
Grant County,2020-08-15,1.0,,,,-3.0,
Grant County,2020-08-16,6.0,23.0,,,0.0,
Grant County,2020-08-17,,,,,-28.0,5.0
Grant County,2020-08-18,,,,,-29.0,5.0
Grant County,2020-08-19,,,,,-27.0,5.0
Grant County,2020-08-20,,,,,-28.0,5.0
Grant County,2020-08-21,,,,,-30.0,4.0
Grant County,2020-08-24,,,,,-27.0,5.0
Grant County,2020-08-25,,,,,-28.0,5.0
Grant County,2020-08-26,,,,,-27.0,4.0
Grant County,2020-08-27,,,,,-27.0,5.0
Grant County,2020-08-28,,,,,-28.0,5.0
Grant County,2020-08-31,,,,,-26.0,6.0
Grant County,2020-09-01,,,,,-28.0,4.0
Grant County,2020-09-02,,,,,-26.0,4.0
Grant County,2020-09-03,,,,,-26.0,3.0
Grant County,2020-09-04,,,,,-29.0,2.0
Grant County,2020-09-07,,,,,-72.0,
Grant County,2020-09-08,,,,,-30.0,7.0
Grant County,2020-09-09,,,,,-26.0,6.0
Grant County,2020-09-10,,,,,-27.0,6.0
Grant County,2020-09-11,-1.0,14.0,,,-26.0,4.0
Grant County,2020-09-12,4.0,30.0,,,-1.0,
Grant County,2020-09-13,7.0,23.0,,,4.0,
Grant County,2020-09-14,-1.0,15.0,,,-21.0,2.0
Grant County,2020-09-15,2.0,18.0,,,-21.0,2.0
Grant County,2020-09-16,4.0,16.0,,,-23.0,3.0
Grant County,2020-09-17,-3.0,6.0,,,-21.0,3.0
Grant County,2020-09-18,4.0,20.0,,,-22.0,2.0
Grant County,2020-09-19,4.0,40.0,,,-3.0,
Grant County,2020-09-20,8.0,23.0,,,7.0,
Grant County,2020-09-21,2.0,17.0,,,-22.0,4.0
Grant County,2020-09-22,-2.0,12.0,,,-22.0,4.0
Grant County,2020-09-23,3.0,12.0,,,-22.0,4.0
Grant County,2020-09-24,-7.0,9.0,,,-22.0,5.0
Grant County,2020-09-25,2.0,20.0,,,-22.0,3.0
Grant County,2020-09-26,5.0,38.0,,,-1.0,-1.0
Grant County,2020-09-27,3.0,21.0,,,-3.0,0.0
Grant County,2020-09-28,-3.0,13.0,,,-19.0,6.0
Grant County,2020-09-29,-5.0,9.0,,,-21.0,5.0
Grant County,2020-09-30,0.0,13.0,,,-23.0,5.0
Grant County,2020-10-01,-2.0,12.0,,,-21.0,6.0
Grant County,2020-10-02,1.0,21.0,,,-23.0,4.0
Grant County,2020-10-03,11.0,41.0,,,-6.0,1.0
Grant County,2020-10-04,5.0,25.0,,,-8.0,-2.0
Grant County,2020-10-05,-7.0,14.0,,,-22.0,5.0
Grant County,2020-10-06,-5.0,13.0,,,-23.0,4.0
Grant County,2020-10-07,1.0,16.0,,,-24.0,5.0
Grant County,2020-10-08,-6.0,12.0,,,-22.0,6.0
Grant County,2020-10-09,3.0,19.0,,,-22.0,3.0
Grant County,2020-10-10,12.0,50.0,,,0.0,-2.0
Grant County,2020-10-11,17.0,29.0,,,-3.0,-3.0
Grant County,2020-10-12,-3.0,15.0,,,-22.0,8.0
Grant County,2020-10-13,-3.0,12.0,,,-21.0,6.0
Grant County,2020-10-14,-1.0,14.0,,,-21.0,7.0
Grant County,2020-10-15,-5.0,13.0,,,-20.0,6.0
Grant County,2020-10-16,-2.0,17.0,,,-23.0,6.0
Grant County,2020-10-17,2.0,33.0,,,-3.0,2.0
Grant County,2020-10-18,-5.0,12.0,,,-1.0,-1.0
Grant County,2020-10-19,-8.0,11.0,,,-18.0,7.0
Grant County,2020-10-20,-5.0,8.0,,,-21.0,8.0
Grant County,2020-10-21,-2.0,8.0,,,-19.0,7.0
Grant County,2020-10-22,-9.0,6.0,,,-17.0,10.0
Grant County,2020-10-23,-1.0,13.0,,,-18.0,8.0
Grant County,2020-10-24,2.0,27.0,,,1.0,3.0
Grant County,2020-10-25,-7.0,8.0,,,-3.0,2.0
Grant County,2020-10-26,-10.0,9.0,,,-17.0,7.0
Grant County,2020-10-27,-8.0,9.0,,,-19.0,7.0
Grant County,2020-10-28,-3.0,5.0,,,-18.0,7.0
Grant County,2020-10-29,-10.0,6.0,,,-16.0,7.0
Grant County,2020-10-30,-2.0,12.0,,,-20.0,7.0
Grant County,2020-10-31,-2.0,31.0,,,8.0,2.0
Grant County,2020-11-01,-8.0,7.0,,,-1.0,2.0
Grant County,2020-11-02,-10.0,6.0,,,-16.0,7.0
Grant County,2020-11-03,-1.0,20.0,,,-17.0,6.0
Grant County,2020-11-04,-5.0,10.0,,,-18.0,7.0
Grant County,2020-11-05,-12.0,7.0,,,-17.0,7.0
Grant County,2020-11-06,-4.0,8.0,,,-21.0,7.0
Grant County,2020-11-07,-2.0,25.0,,,3.0,2.0
Grant County,2020-11-08,-3.0,12.0,,,2.0,0.0
Grant County,2020-11-09,-9.0,5.0,,,-17.0,8.0
Grant County,2020-11-10,-14.0,-1.0,,,-20.0,11.0
Grant County,2020-11-11,-5.0,9.0,,,-21.0,10.0
Grant County,2020-11-12,-16.0,5.0,,,-19.0,10.0
Grant County,2020-11-13,-9.0,10.0,,,-21.0,9.0
Grant County,2020-11-14,-8.0,16.0,,,2.0,8.0
Grant County,2020-11-15,-13.0,1.0,,,-1.0,5.0
Green County,2020-02-15,2.0,7.0,,,-3.0,
Green County,2020-02-16,5.0,7.0,,,-7.0,
Green County,2020-02-17,-24.0,-13.0,,,-7.0,5.0
Green County,2020-02-18,3.0,1.0,,,-1.0,1.0
Green County,2020-02-19,4.0,0.0,,,1.0,0.0
Green County,2020-02-20,1.0,-1.0,,,-1.0,0.0
Green County,2020-02-21,4.0,4.0,,,-3.0,-1.0
Green County,2020-02-22,7.0,12.0,,,1.0,
Green County,2020-02-23,7.0,3.0,,,5.0,
Green County,2020-02-24,6.0,8.0,,,0.0,-1.0
Green County,2020-02-25,-1.0,-7.0,,,-1.0,1.0
Green County,2020-02-26,3.0,3.0,,,0.0,-1.0
Green County,2020-02-27,1.0,-4.0,,,-4.0,0.0
Green County,2020-02-28,4.0,0.0,,,-5.0,0.0
Green County,2020-02-29,9.0,11.0,,,-5.0,
Green County,2020-03-01,21.0,13.0,,,3.0,
Green County,2020-03-02,7.0,5.0,,,2.0,0.0
Green County,2020-03-03,8.0,6.0,,,-1.0,1.0
Green County,2020-03-04,10.0,3.0,,,2.0,0.0
Green County,2020-03-05,-1.0,3.0,,,0.0,0.0
Green County,2020-03-06,11.0,5.0,,,-2.0,0.0
Green County,2020-03-07,19.0,14.0,,,-2.0,
Green County,2020-03-08,16.0,16.0,,,3.0,
Green County,2020-03-09,1.0,-5.0,,,1.0,1.0
Green County,2020-03-10,11.0,3.0,,,1.0,0.0
Green County,2020-03-11,8.0,5.0,,,1.0,0.0
Green County,2020-03-12,5.0,14.0,,,-1.0,0.0
Green County,2020-03-13,15.0,30.0,,,-2.0,0.0
Green County,2020-03-14,-2.0,40.0,,,-4.0,
Green County,2020-03-15,-3.0,24.0,,,-7.0,
Green County,2020-03-16,1.0,28.0,,,-12.0,6.0
Green County,2020-03-17,-11.0,22.0,,,-20.0,9.0
Green County,2020-03-18,-29.0,8.0,,,-25.0,13.0
Green County,2020-03-19,-36.0,0.0,,,-30.0,16.0
Green County,2020-03-20,-30.0,20.0,,,-32.0,17.0
Green County,2020-03-21,-43.0,5.0,,,-12.0,
Green County,2020-03-22,-50.0,-19.0,,,-24.0,
Green County,2020-03-23,-34.0,-5.0,,,-34.0,15.0
Green County,2020-03-24,-42.0,-11.0,,,-39.0,18.0
Green County,2020-03-25,-49.0,-19.0,,,-42.0,20.0
Green County,2020-03-26,-51.0,-19.0,,,-43.0,22.0
Green County,2020-03-27,-45.0,-14.0,,,-42.0,22.0
Green County,2020-03-28,-54.0,-9.0,,,-28.0,
Green County,2020-03-29,-53.0,-22.0,,,-31.0,
Green County,2020-03-30,-41.0,-12.0,,,-42.0,16.0
Green County,2020-03-31,-41.0,-12.0,,,-43.0,20.0
Green County,2020-04-01,-39.0,-13.0,,,-43.0,18.0
Green County,2020-04-02,-41.0,-10.0,,,-45.0,20.0
Green County,2020-04-03,-42.0,-2.0,,,-45.0,21.0
Green County,2020-04-04,-48.0,-4.0,,,-21.0,
Green County,2020-04-05,-41.0,-3.0,,,-30.0,
Green County,2020-04-06,-43.0,-11.0,,,-41.0,18.0
Green County,2020-04-07,-36.0,-6.0,,,-42.0,18.0
Green County,2020-04-08,-45.0,-14.0,,,-44.0,20.0
Green County,2020-04-09,-43.0,-7.0,,,-45.0,21.0
Green County,2020-04-10,-38.0,2.0,,,-51.0,23.0
Green County,2020-04-11,-45.0,15.0,,,-28.0,
Green County,2020-04-12,-65.0,-36.0,,,-42.0,
Green County,2020-04-13,-41.0,-10.0,,,-43.0,20.0
Green County,2020-04-14,-41.0,-13.0,,,-42.0,20.0
Green County,2020-04-15,-32.0,-1.0,,,-43.0,19.0
Green County,2020-04-16,-33.0,-2.0,,,-43.0,20.0
Green County,2020-04-17,-36.0,-6.0,,,-43.0,20.0
Green County,2020-04-18,-33.0,13.0,,,-22.0,
Green County,2020-04-19,-23.0,,,,-26.0,
Green County,2020-04-20,-30.0,-8.0,,,-39.0,16.0
Green County,2020-04-21,-29.0,-4.0,,,-41.0,18.0
Green County,2020-04-22,-28.0,-3.0,,,-42.0,18.0
Green County,2020-04-23,-28.0,-3.0,,,-42.0,18.0
Green County,2020-04-24,-33.0,-1.0,,,-43.0,19.0
Green County,2020-04-25,-35.0,10.0,,,-24.0,
Green County,2020-04-26,-18.0,,,,-21.0,
Green County,2020-04-27,-30.0,-3.0,,,-38.0,17.0
Green County,2020-04-28,-25.0,-1.0,,,-40.0,13.0
Green County,2020-04-29,-32.0,0.0,,,-40.0,19.0
Green County,2020-04-30,-27.0,4.0,,,-40.0,17.0
Green County,2020-05-01,-23.0,5.0,,,-42.0,16.0
Green County,2020-05-02,-23.0,26.0,,,-20.0,
Green County,2020-05-03,-11.0,,,,-20.0,
Green County,2020-05-04,,2.0,,,-38.0,14.0
Green County,2020-05-05,-23.0,8.0,,,-39.0,18.0
Green County,2020-05-06,-22.0,13.0,,,-39.0,15.0
Green County,2020-05-07,-20.0,4.0,,,-40.0,16.0
Green County,2020-05-08,-22.0,10.0,,,-39.0,17.0
Green County,2020-05-09,-18.0,,,,-16.0,
Green County,2020-05-10,-21.0,,,,-21.0,
Green County,2020-05-11,,-7.0,,,-34.0,14.0
Green County,2020-05-12,,1.0,,,-35.0,14.0
Green County,2020-05-13,-20.0,7.0,,,-36.0,14.0
Green County,2020-05-14,-24.0,0.0,,,-38.0,17.0
Green County,2020-05-15,-21.0,7.0,,,-39.0,13.0
Green County,2020-05-16,-18.0,27.0,,,-12.0,
Green County,2020-05-17,-32.0,,,,-14.0,
Green County,2020-05-18,-15.0,0.0,,,-34.0,14.0
Green County,2020-05-19,-11.0,-1.0,,,-36.0,15.0
Green County,2020-05-20,-9.0,11.0,,,-35.0,13.0
Green County,2020-05-21,-11.0,11.0,,,-36.0,13.0
Green County,2020-05-22,-3.0,18.0,,,-39.0,11.0
Green County,2020-05-23,-14.0,26.0,,,-14.0,
Green County,2020-05-24,23.0,,,,-19.0,
Green County,2020-05-25,-6.0,-1.0,,,-77.0,
Green County,2020-05-26,-1.0,11.0,,,-34.0,12.0
Green County,2020-05-27,-4.0,9.0,,,-32.0,12.0
Green County,2020-05-28,-7.0,6.0,,,-33.0,16.0
Green County,2020-05-29,-1.0,19.0,,,-33.0,11.0
Green County,2020-05-30,2.0,,,,0.0,
Green County,2020-05-31,23.0,,,,-6.0,
Green County,2020-06-01,-1.0,5.0,,,-30.0,10.0
Green County,2020-06-02,2.0,5.0,,,-30.0,11.0
Green County,2020-06-03,3.0,13.0,,,-29.0,10.0
Green County,2020-06-04,0.0,16.0,,,-31.0,10.0
Green County,2020-06-05,2.0,18.0,,,-32.0,9.0
Green County,2020-06-06,5.0,,,,-4.0,
Green County,2020-06-07,22.0,,,,-4.0,
Green County,2020-06-08,-2.0,12.0,,,-29.0,8.0
Green County,2020-06-09,-7.0,2.0,,,-30.0,12.0
Green County,2020-06-10,3.0,13.0,,,-30.0,11.0
Green County,2020-06-11,5.0,11.0,,,-30.0,8.0
Green County,2020-06-12,3.0,9.0,,,-32.0,7.0
Green County,2020-06-13,9.0,,,,-3.0,
Green County,2020-06-14,20.0,,,,-1.0,
Green County,2020-06-15,-1.0,6.0,,,-28.0,8.0
Green County,2020-06-16,5.0,10.0,,,-30.0,8.0
Green County,2020-06-17,5.0,14.0,,,-28.0,7.0
Green County,2020-06-18,7.0,15.0,,,-32.0,8.0
Green County,2020-06-19,5.0,18.0,,,-33.0,7.0
Green County,2020-06-20,3.0,29.0,,,-8.0,
Green County,2020-06-21,16.0,,,,-6.0,
Green County,2020-06-22,-10.0,-1.0,,,-32.0,11.0
Green County,2020-06-23,2.0,10.0,,,-30.0,9.0
Green County,2020-06-24,2.0,10.0,,,-29.0,9.0
Green County,2020-06-25,2.0,13.0,,,-31.0,7.0
Green County,2020-06-26,-3.0,5.0,,,-34.0,11.0
Green County,2020-06-27,5.0,26.0,,,-2.0,
Green County,2020-06-28,13.0,,,,-2.0,
Green County,2020-06-29,-7.0,1.0,,,-31.0,10.0
Green County,2020-06-30,9.0,14.0,,,-30.0,8.0
Green County,2020-07-01,10.0,20.0,,,-32.0,8.0
Green County,2020-07-02,21.0,27.0,,,-37.0,8.0
Green County,2020-07-03,14.0,37.0,,,-57.0,13.0
Green County,2020-07-04,-20.0,23.0,,,-28.0,
Green County,2020-07-05,4.0,,,,-7.0,
Green County,2020-07-06,2.0,11.0,,,-33.0,8.0
Green County,2020-07-07,-2.0,11.0,,,-31.0,10.0
Green County,2020-07-08,2.0,14.0,,,-30.0,9.0
Green County,2020-07-09,-2.0,9.0,,,-31.0,11.0
Green County,2020-07-10,4.0,16.0,,,-32.0,7.0
Green County,2020-07-11,-5.0,18.0,,,-1.0,
Green County,2020-07-12,16.0,,,,-1.0,
Green County,2020-07-13,0.0,3.0,,,-29.0,7.0
Green County,2020-07-14,5.0,15.0,,,-31.0,9.0
Green County,2020-07-15,-5.0,13.0,,,-30.0,11.0
Green County,2020-07-16,0.0,15.0,,,-30.0,8.0
Green County,2020-07-17,-4.0,14.0,,,-32.0,8.0
Green County,2020-07-18,-7.0,18.0,,,-4.0,
Green County,2020-07-19,10.0,,,,-7.0,
Green County,2020-07-20,-6.0,4.0,,,-28.0,7.0
Green County,2020-07-21,-3.0,10.0,,,-30.0,9.0
Green County,2020-07-22,3.0,12.0,,,-30.0,8.0
Green County,2020-07-23,0.0,11.0,,,-31.0,7.0
Green County,2020-07-24,-4.0,15.0,,,-33.0,7.0
