sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Dane County,2020-06-20,-32.0,5.0,-3.0,6.0,1063.0
Dane County,2020-06-21,-26.0,1.0,-3.0,-1.0,1098.0
Dane County,2020-06-22,-25.0,-8.0,-48.0,18.0,1139.0
Dane County,2020-06-23,-25.0,3.0,-48.0,17.0,1172.0
Dane County,2020-06-24,-22.0,2.0,-47.0,17.0,1235.0
Dane County,2020-06-25,-23.0,6.0,-46.0,16.0,1324.0
Dane County,2020-06-26,-30.0,-3.0,-45.0,18.0,1446.0
Dane County,2020-06-27,-31.0,6.0,-3.0,3.0,1530.0
Dane County,2020-06-28,-26.0,-3.0,-3.0,2.0,1647.0
Dane County,2020-06-29,-26.0,-5.0,-46.0,17.0,1727.0
Dane County,2020-06-30,-20.0,7.0,-47.0,17.0,1873.0
Dane County,2020-07-01,-17.0,11.0,-47.0,15.0,1953.0
Dane County,2020-07-02,-18.0,18.0,-49.0,16.0,2061.0
Dane County,2020-07-03,-25.0,10.0,-63.0,18.0,2175.0
Dane County,2020-07-04,-53.0,-6.0,-22.0,4.0,2303.0
Dane County,2020-07-05,-33.0,-9.0,-11.0,1.0,2386.0
Dane County,2020-07-06,-21.0,2.0,-49.0,16.0,2457.0
Dane County,2020-07-07,-29.0,0.0,-49.0,19.0,2510.0
Dane County,2020-07-08,-24.0,6.0,-48.0,17.0,2587.0
Dane County,2020-07-09,-31.0,-1.0,-48.0,19.0,2652.0
Dane County,2020-07-10,-25.0,4.0,-45.0,15.0,2771.0
Dane County,2020-07-11,-34.0,2.0,-3.0,5.0,2884.0
Dane County,2020-07-12,-26.0,-1.0,-5.0,2.0,2995.0
Dane County,2020-07-13,-22.0,0.0,-46.0,16.0,3049.0
Dane County,2020-07-14,-26.0,4.0,-48.0,18.0,3148.0
Dane County,2020-07-15,-28.0,-1.0,-48.0,19.0,3242.0
Dane County,2020-07-16,-24.0,7.0,-47.0,16.0,3301.0
Dane County,2020-07-17,-28.0,2.0,-45.0,15.0,3365.0
Dane County,2020-07-18,-37.0,0.0,-7.0,5.0,3436.0
Dane County,2020-07-19,-27.0,-2.0,-7.0,2.0,3494.0
Dane County,2020-07-20,-21.0,-1.0,-47.0,16.0,3549.0
Dane County,2020-07-21,-26.0,3.0,-48.0,18.0,3586.0
Dane County,2020-07-22,-22.0,6.0,-47.0,16.0,3633.0
Dane County,2020-07-23,-24.0,5.0,-47.0,16.0,3669.0
Dane County,2020-07-24,-25.0,3.0,-45.0,15.0,3732.0
Dane County,2020-07-25,-33.0,4.0,-5.0,3.0,3781.0
Dane County,2020-07-26,-30.0,-6.0,-9.0,4.0,3831.0
Dane County,2020-07-27,-20.0,2.0,-47.0,15.0,3870.0
Dane County,2020-07-28,-25.0,3.0,-47.0,17.0,3904.0
Dane County,2020-07-29,-23.0,5.0,-47.0,16.0,3970.0
Dane County,2020-07-30,-23.0,6.0,-47.0,16.0,4007.0
Dane County,2020-07-31,-25.0,2.0,-46.0,14.0,4086.0
Dane County,2020-08-01,-32.0,1.0,-5.0,2.0,4112.0
Dane County,2020-08-02,-26.0,-2.0,-10.0,3.0,4198.0
Dane County,2020-08-03,-21.0,1.0,-47.0,15.0,4230.0
Dane County,2020-08-04,-24.0,5.0,-48.0,16.0,4263.0
Dane County,2020-08-05,-22.0,5.0,-47.0,16.0,4340.0
Dane County,2020-08-06,-23.0,5.0,-47.0,16.0,4376.0
Dane County,2020-08-07,-25.0,1.0,-46.0,14.0,4436.0
Dane County,2020-08-08,-31.0,5.0,-5.0,3.0,4492.0
Dane County,2020-08-09,-28.0,-5.0,-8.0,3.0,4536.0
Dane County,2020-08-10,-26.0,-5.0,-48.0,17.0,4554.0
Dane County,2020-08-11,-22.0,6.0,-48.0,15.0,4578.0
Dane County,2020-08-12,-21.0,3.0,-48.0,15.0,4630.0
Dane County,2020-08-13,-23.0,5.0,-47.0,15.0,4666.0
Dane County,2020-08-14,-25.0,0.0,-46.0,13.0,4749.0
Dane County,2020-08-15,-31.0,2.0,-6.0,4.0,4783.0
Dane County,2020-08-16,-22.0,1.0,-7.0,0.0,4849.0
Dane County,2020-08-17,-20.0,1.0,-47.0,14.0,4874.0
Dane County,2020-08-18,-24.0,4.0,-46.0,16.0,4874.0
Dane County,2020-08-19,-21.0,4.0,-47.0,15.0,4924.0
Dane County,2020-08-20,-23.0,6.0,-46.0,15.0,4955.0
Dane County,2020-08-21,-25.0,2.0,-45.0,13.0,4998.0
Dane County,2020-08-22,-31.0,5.0,-3.0,2.0,5053.0
Dane County,2020-08-23,-25.0,-1.0,-4.0,1.0,5088.0
Dane County,2020-08-24,-23.0,2.0,-46.0,15.0,5117.0
Dane County,2020-08-25,-25.0,3.0,-47.0,16.0,5161.0
Dane County,2020-08-26,-23.0,6.0,-46.0,16.0,5209.0
Dane County,2020-08-27,-25.0,5.0,-45.0,16.0,5294.0
Dane County,2020-08-28,-26.0,1.0,-44.0,15.0,5330.0
Dane County,2020-08-29,-28.0,6.0,-3.0,2.0,5387.0
Dane County,2020-08-30,-22.0,2.0,-4.0,1.0,5426.0
Dane County,2020-08-31,-22.0,0.0,-45.0,15.0,5429.0
Dane County,2020-09-01,-23.0,5.0,-46.0,16.0,5520.0
Dane County,2020-09-02,-21.0,3.0,-45.0,15.0,5564.0
Dane County,2020-09-03,-21.0,7.0,-45.0,15.0,5639.0
Dane County,2020-09-04,-21.0,5.0,-45.0,12.0,5799.0
Dane County,2020-09-05,-29.0,4.0,-6.0,1.0,5961.0
Dane County,2020-09-06,-25.0,-7.0,-9.0,3.0,6118.0
Dane County,2020-09-07,-24.0,-3.0,-78.0,20.0,6208.0
Dane County,2020-09-08,-31.0,-3.0,-48.0,19.0,6427.0
Dane County,2020-09-09,-29.0,-2.0,-45.0,18.0,6489.0
Dane County,2020-09-10,-31.0,-2.0,-45.0,18.0,6971.0
Dane County,2020-09-11,-31.0,-6.0,-43.0,16.0,7254.0
Dane County,2020-09-12,-29.0,4.0,-6.0,6.0,7389.0
Dane County,2020-09-13,-29.0,-6.0,-2.0,2.0,7622.0
Dane County,2020-09-14,-26.0,-2.0,-42.0,14.0,7846.0
Dane County,2020-09-15,-25.0,1.0,-43.0,16.0,7896.0
Dane County,2020-09-16,-24.0,-1.0,-43.0,15.0,7984.0
Dane County,2020-09-17,-28.0,1.0,-43.0,15.0,8242.0
Dane County,2020-09-18,-26.0,0.0,-41.0,14.0,8455.0
Dane County,2020-09-19,-29.0,4.0,-1.0,2.0,8635.0
Dane County,2020-09-20,-28.0,-4.0,-4.0,2.0,8815.0
Dane County,2020-09-21,-26.0,1.0,-43.0,15.0,8895.0
Dane County,2020-09-22,-28.0,1.0,-43.0,16.0,8947.0
Dane County,2020-09-23,-26.0,2.0,-42.0,16.0,9040.0
Dane County,2020-09-24,-29.0,1.0,-42.0,17.0,9203.0
Dane County,2020-09-25,-26.0,0.0,-40.0,14.0,9345.0
Dane County,2020-09-26,-31.0,5.0,-1.0,3.0,9488.0
Dane County,2020-09-27,-31.0,-6.0,-4.0,4.0,9607.0
Dane County,2020-09-28,-29.0,0.0,-42.0,16.0,9763.0
Dane County,2020-09-29,-29.0,2.0,-43.0,17.0,9857.0
Dane County,2020-09-30,-26.0,2.0,-43.0,17.0,10129.0
Dane County,2020-10-01,-28.0,3.0,-42.0,17.0,10201.0
Dane County,2020-10-02,-29.0,-1.0,-40.0,15.0,10217.0
Dane County,2020-10-03,-30.0,4.0,-3.0,5.0,10339.0
Dane County,2020-10-04,-27.0,-3.0,-3.0,3.0,10452.0
Dane County,2020-10-05,-29.0,0.0,-43.0,15.0,10514.0
Dane County,2020-10-06,-29.0,0.0,-43.0,16.0,10671.0
Dane County,2020-10-07,-27.0,1.0,-43.0,16.0,10734.0
Dane County,2020-10-08,-30.0,2.0,-42.0,16.0,10841.0
Dane County,2020-10-09,-28.0,-2.0,-41.0,14.0,11035.0
Dane County,2020-10-10,-32.0,4.0,-1.0,2.0,11240.0
Dane County,2020-10-11,-29.0,-4.0,-3.0,2.0,11421.0
Dane County,2020-10-12,-32.0,-3.0,-44.0,18.0,11585.0
Dane County,2020-10-13,-30.0,-1.0,-43.0,18.0,11693.0
Dane County,2020-10-14,-29.0,0.0,-42.0,17.0,11855.0
Dane County,2020-10-15,-30.0,2.0,-41.0,18.0,12072.0
Dane County,2020-10-16,-29.0,-3.0,-40.0,16.0,12296.0
Dane County,2020-10-17,-30.0,3.0,-4.0,6.0,12296.0
Dane County,2020-10-18,-32.0,-9.0,-6.0,5.0,12296.0
Dane County,2020-10-19,-32.0,-4.0,-42.0,17.0,13052.0
Dane County,2020-10-20,-32.0,-4.0,-43.0,19.0,13362.0
Dane County,2020-10-21,-29.0,-2.0,-43.0,17.0,13639.0
Dane County,2020-10-22,-34.0,-7.0,-43.0,20.0,13840.0
Dane County,2020-10-23,-29.0,-4.0,-41.0,18.0,14085.0
Dane County,2020-10-24,-31.0,0.0,-4.0,6.0,14368.0
Dane County,2020-10-25,-36.0,-13.0,-8.0,7.0,14662.0
Dane County,2020-10-26,-31.0,-3.0,-42.0,17.0,14843.0
Dane County,2020-10-27,-30.0,-3.0,-43.0,19.0,15106.0
Dane County,2020-10-28,-28.0,-2.0,-43.0,18.0,15492.0
Dane County,2020-10-29,-31.0,-2.0,-42.0,19.0,15720.0
Dane County,2020-10-30,-27.0,-1.0,-41.0,17.0,16094.0
Dane County,2020-10-31,-33.0,6.0,-2.0,5.0,16418.0
Dane County,2020-11-01,-36.0,-12.0,-7.0,7.0,16593.0
Dane County,2020-11-02,-33.0,-2.0,-42.0,17.0,16791.0
Dane County,2020-11-03,-26.0,2.0,-44.0,18.0,17372.0
Dane County,2020-11-04,-32.0,-7.0,-44.0,19.0,17563.0
Dane County,2020-11-05,-33.0,-4.0,-42.0,19.0,17893.0
Dane County,2020-11-06,-30.0,-7.0,-41.0,18.0,18413.0
Dane County,2020-11-07,-29.0,0.0,-1.0,5.0,18884.0
Dane County,2020-11-08,-29.0,-9.0,-4.0,5.0,19144.0
Dane County,2020-11-09,-31.0,-5.0,-42.0,18.0,19418.0
Dane County,2020-11-10,-37.0,-12.0,-44.0,21.0,20116.0
Dane County,2020-11-11,-29.0,-2.0,-45.0,20.0,20572.0
Dane County,2020-11-12,-36.0,-6.0,-43.0,20.0,21201.0
Dane County,2020-11-13,-33.0,-7.0,-41.0,20.0,21670.0
Dane County,2020-11-14,-34.0,-4.0,-3.0,10.0,21965.0
Dane County,2020-11-15,-40.0,-18.0,-9.0,9.0,22337.0
Dodge County,2020-02-15,16.0,-1.0,-1.0,-2.0,0.0
Dodge County,2020-02-16,8.0,-6.0,4.0,-2.0,0.0
Dodge County,2020-02-17,-11.0,-10.0,-9.0,4.0,0.0
Dodge County,2020-02-18,2.0,1.0,-1.0,1.0,0.0
Dodge County,2020-02-19,0.0,-4.0,2.0,0.0,0.0
Dodge County,2020-02-20,1.0,0.0,1.0,1.0,0.0
Dodge County,2020-02-21,6.0,5.0,-1.0,1.0,0.0
Dodge County,2020-02-22,22.0,12.0,3.0,-4.0,0.0
Dodge County,2020-02-23,17.0,14.0,5.0,-3.0,0.0
Dodge County,2020-02-24,3.0,5.0,4.0,0.0,0.0
Dodge County,2020-02-25,-1.0,7.0,1.0,1.0,0.0
Dodge County,2020-02-26,2.0,7.0,3.0,0.0,0.0
Dodge County,2020-02-27,1.0,-8.0,2.0,0.0,0.0
Dodge County,2020-02-28,6.0,-5.0,1.0,1.0,0.0
Dodge County,2020-02-29,21.0,3.0,2.0,-2.0,0.0
Dodge County,2020-03-01,16.0,4.0,5.0,-3.0,0.0
Dodge County,2020-03-02,6.0,0.0,5.0,0.0,0.0
Dodge County,2020-03-03,6.0,4.0,-1.0,1.0,0.0
Dodge County,2020-03-04,7.0,2.0,4.0,-1.0,0.0
Dodge County,2020-03-05,2.0,-5.0,3.0,1.0,0.0
Dodge County,2020-03-06,5.0,-2.0,3.0,1.0,0.0
Dodge County,2020-03-07,23.0,4.0,6.0,-3.0,0.0
Dodge County,2020-03-08,15.0,8.0,10.0,-3.0,0.0
Dodge County,2020-03-09,1.0,-3.0,2.0,1.0,0.0
Dodge County,2020-03-10,8.0,4.0,2.0,0.0,0.0
Dodge County,2020-03-11,4.0,4.0,2.0,1.0,0.0
Dodge County,2020-03-12,5.0,14.0,3.0,0.0,0.0
Dodge County,2020-03-13,9.0,20.0,1.0,2.0,0.0
Dodge County,2020-03-14,11.0,21.0,3.0,1.0,0.0
Dodge County,2020-03-15,4.0,10.0,4.0,1.0,0.0
Dodge County,2020-03-16,-5.0,12.0,-6.0,5.0,0.0
Dodge County,2020-03-17,-7.0,19.0,-12.0,7.0,0.0
Dodge County,2020-03-18,-28.0,5.0,-16.0,11.0,0.0
Dodge County,2020-03-19,-34.0,-10.0,-20.0,13.0,0.0
Dodge County,2020-03-20,-33.0,4.0,-23.0,17.0,0.0
Dodge County,2020-03-21,-33.0,0.0,-11.0,10.0,0.0
Dodge County,2020-03-22,-43.0,-24.0,-16.0,10.470588235294118,0.0
Dodge County,2020-03-23,-27.0,-2.0,-26.0,13.0,2.0
Dodge County,2020-03-24,-39.0,-12.0,-29.0,15.0,2.0
Dodge County,2020-03-25,-45.0,-22.0,-32.0,18.0,3.0
Dodge County,2020-03-26,-45.0,-25.0,-32.0,19.0,3.0
Dodge County,2020-03-27,-41.0,-20.0,-34.0,21.0,6.0
Dodge County,2020-03-28,-45.0,-25.0,-17.0,13.0,6.0
Dodge County,2020-03-29,-48.0,-32.0,-21.0,12.75,8.0
Dodge County,2020-03-30,-36.0,-19.0,-31.0,15.0,8.0
Dodge County,2020-03-31,-39.0,-12.0,-33.0,17.0,10.0
Dodge County,2020-04-01,-39.0,-12.0,-33.0,16.0,13.0
Dodge County,2020-04-02,-36.0,-14.0,-33.0,17.0,13.0
Dodge County,2020-04-03,-37.0,-16.0,-35.0,20.0,14.0
Dodge County,2020-04-04,-36.0,-11.0,-20.0,11.0,14.0
Dodge County,2020-04-05,-39.0,-13.0,-19.0,10.1875,14.0
Dodge County,2020-04-06,-36.0,-19.0,-32.0,16.0,15.0
Dodge County,2020-04-07,-33.0,-8.0,-34.0,15.0,15.0
Dodge County,2020-04-08,-39.0,-20.0,-33.0,18.0,15.0
Dodge County,2020-04-09,-37.0,-18.0,-34.0,17.0,16.0
Dodge County,2020-04-10,-35.0,-9.0,-49.0,24.0,18.0
Dodge County,2020-04-11,-31.0,1.0,-28.0,11.0,18.0
Dodge County,2020-04-12,-66.0,-48.0,-35.0,12.666666666666666,19.0
Dodge County,2020-04-13,-32.0,-18.0,-32.0,17.0,19.0
Dodge County,2020-04-14,-34.0,-15.0,-31.0,17.0,19.0
Dodge County,2020-04-15,-29.0,-9.0,-32.0,17.0,19.0
Dodge County,2020-04-16,-30.0,-12.0,-31.0,17.0,19.0
Dodge County,2020-04-17,-30.0,-14.0,-34.0,20.0,20.0
Dodge County,2020-04-18,-22.0,0.0,-18.0,9.0,19.0
Dodge County,2020-04-19,-24.0,-12.0,-16.0,7.0,19.0
Dodge County,2020-04-20,-25.0,-18.0,-30.0,14.0,19.0
Dodge County,2020-04-21,-26.0,-7.0,-31.0,15.0,19.0
Dodge County,2020-04-22,-26.0,-9.0,-31.0,16.0,20.0
Dodge County,2020-04-23,-33.0,-17.0,-31.0,17.0,20.0
Dodge County,2020-04-24,-28.0,-12.0,-34.0,18.0,21.0
Dodge County,2020-04-25,-18.0,2.0,-17.0,8.0,23.0
Dodge County,2020-04-26,-15.0,0.0,-18.0,5.0,29.0
Dodge County,2020-04-27,-25.0,-11.0,-30.0,15.0,30.0
Dodge County,2020-04-28,-24.0,-2.0,-30.0,9.0,32.0
Dodge County,2020-04-29,-29.0,-9.0,-30.0,17.0,33.0
Dodge County,2020-04-30,-22.0,-5.0,-29.0,14.0,33.0
Dodge County,2020-05-01,-20.0,0.0,-32.0,16.0,36.0
Dodge County,2020-05-02,-12.0,16.0,-13.0,5.0,38.0
Dodge County,2020-05-03,-12.0,7.0,-12.0,3.0,38.0
Dodge County,2020-05-04,-18.0,-4.0,-27.0,12.0,39.0
Dodge County,2020-05-05,-16.0,4.0,-28.0,13.0,40.0
Dodge County,2020-05-06,-17.0,4.0,-28.0,12.0,42.0
Dodge County,2020-05-07,-19.0,0.0,-29.0,13.0,46.0
Dodge County,2020-05-08,-22.0,2.0,-32.0,16.0,51.0
Dodge County,2020-05-09,-9.0,20.0,-15.0,5.0,55.0
Dodge County,2020-05-10,-29.0,-6.0,-15.0,6.0,67.0
Dodge County,2020-05-11,-18.0,-5.0,-27.0,12.0,74.0
Dodge County,2020-05-12,-16.0,7.0,-27.0,12.0,75.0
Dodge County,2020-05-13,-16.0,0.0,-27.0,13.0,79.0
Dodge County,2020-05-14,-14.0,-9.0,-27.0,14.0,83.0
Dodge County,2020-05-15,-11.0,0.0,-30.0,13.0,87.0
Dodge County,2020-05-16,1.0,10.0,-2.0,3.0,93.0
Dodge County,2020-05-17,-26.0,-19.0,-11.0,7.0,105.0
Dodge County,2020-05-18,-11.0,-6.0,-25.0,13.0,108.0
Dodge County,2020-05-19,-7.0,1.0,-27.0,12.0,109.0
Dodge County,2020-05-20,-1.0,11.0,-25.0,9.0,112.0
Dodge County,2020-05-21,0.0,7.0,-26.0,9.0,121.0
Dodge County,2020-05-22,-4.0,4.0,-33.0,11.0,137.0
Dodge County,2020-05-23,6.0,9.0,-11.0,4.0,149.0
Dodge County,2020-05-24,7.0,15.0,-14.0,-1.0,152.0
Dodge County,2020-05-25,1.0,6.0,-77.0,19.0,161.0
Dodge County,2020-05-26,0.0,4.0,-24.0,10.0,162.0
Dodge County,2020-05-27,0.0,7.0,-23.0,10.0,166.0
Dodge County,2020-05-28,-9.0,-5.0,-23.0,12.0,172.0
Dodge County,2020-05-29,-1.0,4.0,-23.0,11.0,180.0
Dodge County,2020-05-30,8.0,13.0,5.0,1.0,215.0
Dodge County,2020-05-31,9.0,10.0,6.0,0.0,221.0
Dodge County,2020-06-01,2.0,4.0,-21.0,8.0,228.0
Dodge County,2020-06-02,2.0,10.0,-21.0,8.0,226.0
Dodge County,2020-06-03,2.0,13.0,-21.0,8.0,383.0
Dodge County,2020-06-04,3.0,9.0,-21.0,8.0,386.0
Dodge County,2020-06-05,-4.0,7.0,-25.0,9.0,394.0
Dodge County,2020-06-06,10.0,18.0,3.0,-1.0,395.0
Dodge County,2020-06-07,12.0,14.0,1.0,-2.0,400.0
Dodge County,2020-06-08,3.0,9.0,-21.0,6.0,400.0
Dodge County,2020-06-09,-4.0,2.0,-22.0,9.0,406.0
Dodge County,2020-06-10,-6.0,3.0,-21.0,10.0,410.0
Dodge County,2020-06-11,4.0,8.0,-21.0,7.0,414.0
Dodge County,2020-06-12,0.0,8.0,-24.0,8.0,415.0
Dodge County,2020-06-13,10.0,20.0,4.0,-1.0,423.0
Dodge County,2020-06-14,13.0,11.0,4.0,-2.0,423.0
Dodge County,2020-06-15,2.0,9.0,-23.0,6.0,424.0
Dodge County,2020-06-16,6.0,15.0,-22.0,7.0,424.0
Dodge County,2020-06-17,10.0,18.0,-22.0,6.0,425.0
Dodge County,2020-06-18,7.0,11.0,-23.0,6.0,426.0
Dodge County,2020-06-19,3.0,10.0,-27.0,7.0,429.0
Dodge County,2020-06-20,13.0,15.0,3.0,1.0,434.0
Dodge County,2020-06-21,6.0,19.0,4.0,-4.0,434.0
Dodge County,2020-06-22,-5.0,2.0,-24.0,8.0,437.0
Dodge County,2020-06-23,3.0,8.0,-22.0,7.0,440.0
Dodge County,2020-06-24,5.0,13.0,-22.0,6.0,444.0
Dodge County,2020-06-25,8.0,11.0,-21.0,5.0,445.0
Dodge County,2020-06-26,-4.0,6.0,-26.0,9.0,447.0
Dodge County,2020-06-27,14.0,20.0,4.0,-4.0,450.0
Dodge County,2020-06-28,8.0,15.0,2.0,-3.0,453.0
Dodge County,2020-06-29,-1.0,0.0,-24.0,8.0,456.0
Dodge County,2020-06-30,9.0,17.0,-25.0,7.0,459.0
Dodge County,2020-07-01,14.0,24.0,-25.0,6.0,461.0
Dodge County,2020-07-02,20.0,24.0,-33.0,5.0,467.0
Dodge County,2020-07-03,4.0,20.0,-60.0,13.0,476.0
Dodge County,2020-07-04,-22.0,5.0,-29.0,-1.0,478.0
Dodge County,2020-07-05,-1.0,5.0,-6.0,-4.0,483.0
Dodge County,2020-07-06,4.0,6.0,-29.0,7.0,484.0
Dodge County,2020-07-07,-1.0,9.0,-27.0,8.0,487.0
Dodge County,2020-07-08,5.0,9.0,-25.0,7.0,488.0
Dodge County,2020-07-09,-3.0,1.0,-26.0,9.0,492.0
Dodge County,2020-07-10,-1.0,6.0,-28.0,8.0,501.0
Dodge County,2020-07-11,7.0,13.0,2.0,-3.0,511.0
Dodge County,2020-07-12,10.0,15.0,2.0,-3.0,515.0
Dodge County,2020-07-13,4.0,9.0,-25.0,6.0,523.0
Dodge County,2020-07-14,5.0,11.0,-26.0,6.0,528.0
Dodge County,2020-07-15,-1.0,6.0,-25.0,9.0,537.0
Dodge County,2020-07-16,5.0,10.0,-25.0,6.0,541.0
Dodge County,2020-07-17,0.0,11.0,-28.0,8.0,557.0
Dodge County,2020-07-18,3.0,13.0,-2.0,-1.0,557.0
Dodge County,2020-07-19,5.0,15.0,-5.0,-2.0,564.0
Dodge County,2020-07-20,1.0,10.0,-26.0,6.0,570.0
Dodge County,2020-07-21,0.0,10.0,-26.0,7.0,577.0
Dodge County,2020-07-22,4.0,14.0,-24.0,7.0,584.0
Dodge County,2020-07-23,0.0,10.0,-26.0,6.0,592.0
Dodge County,2020-07-24,-3.0,11.0,-29.0,7.0,599.0
Dodge County,2020-07-25,2.0,17.0,0.0,-2.0,609.0
Dodge County,2020-07-26,-5.0,9.0,1.0,-1.0,617.0
Dodge County,2020-07-27,-2.0,11.0,-23.0,6.0,622.0
Dodge County,2020-07-28,3.0,11.0,-22.0,6.0,627.0
Dodge County,2020-07-29,3.0,16.0,-22.0,6.0,634.0
Dodge County,2020-07-30,6.0,14.0,-22.0,5.0,642.0
Dodge County,2020-07-31,0.0,14.0,-26.0,6.0,655.0
Dodge County,2020-08-01,7.0,16.0,1.0,-3.0,675.0
Dodge County,2020-08-02,-3.0,8.0,-3.0,-1.0,702.0
Dodge County,2020-08-03,0.0,9.0,-22.0,6.0,705.0
Dodge County,2020-08-04,3.0,14.0,-22.0,6.0,728.0
Dodge County,2020-08-05,-1.0,16.0,-21.0,6.0,743.0
Dodge County,2020-08-06,-1.0,11.0,-23.0,6.0,757.0
Dodge County,2020-08-07,-4.0,9.0,-25.0,7.0,782.0
Dodge County,2020-08-08,4.0,14.0,6.0,-2.0,808.0
Dodge County,2020-08-09,-3.0,9.0,2.0,-2.0,819.0
Dodge County,2020-08-10,-7.0,-1.0,-23.0,8.0,835.0
Dodge County,2020-08-11,5.0,13.0,-23.0,5.0,845.0
Dodge County,2020-08-12,3.0,14.0,-21.0,5.0,857.0
Dodge County,2020-08-13,2.0,7.0,-22.0,5.0,875.0
Dodge County,2020-08-14,3.0,11.0,-25.0,6.0,894.0
Dodge County,2020-08-15,3.0,14.0,3.0,-2.0,920.0
Dodge County,2020-08-16,5.0,11.0,4.0,-3.0,930.0
Dodge County,2020-08-17,-6.230769230769231,0.3,-23.0,5.0,942.0
Dodge County,2020-08-18,-8.071428571428571,1.0,-22.0,5.0,942.0
Dodge County,2020-08-19,-5.5,1.4,-22.0,4.0,967.0
Dodge County,2020-08-20,-6.5,2.7,-23.0,5.0,982.0
Dodge County,2020-08-21,-10.526315789473685,1.0,-26.0,6.0,993.0
Dodge County,2020-08-22,-10.105263157894736,5.083333333333333,-4.333333333333333,-3.0,1001.0
Dodge County,2020-08-23,-6.5,0.8181818181818182,-6.111111111111111,-3.0,1011.0
Dodge County,2020-08-24,-8.461538461538462,-1.1,-24.0,5.0,1034.0
Dodge County,2020-08-25,-10.571428571428571,-2.2,-24.0,6.0,1046.0
Dodge County,2020-08-26,-8.461538461538462,-0.3,-23.0,5.0,1057.0
Dodge County,2020-08-27,-9.857142857142858,0.1,-24.0,6.0,1076.0
Dodge County,2020-08-28,-10.55,-2.4285714285714284,-27.0,8.0,1102.0
Dodge County,2020-08-29,-8.31578947368421,5.384615384615385,-4.0,-3.0,1120.0
Dodge County,2020-08-30,-4.214285714285714,0.18181818181818182,-6.222222222222222,-3.0,1133.0
Dodge County,2020-08-31,-5.846153846153846,-0.8,-24.0,6.0,1162.0
Dodge County,2020-09-01,-7.846153846153846,1.3,-25.0,5.0,1188.0
Dodge County,2020-09-02,-6.3076923076923075,1.3,-24.0,3.0,1200.0
Dodge County,2020-09-03,-6.142857142857143,5.4,-24.0,3.0,1209.0
Dodge County,2020-09-04,-7.2,4.384615384615385,-29.0,4.0,1233.0
Dodge County,2020-09-05,-11.157894736842104,5.3076923076923075,-11.11111111111111,-3.0,1249.0
Dodge County,2020-09-06,-8.785714285714286,-4.636363636363637,-12.666666666666666,-2.0,1254.0
Dodge County,2020-09-07,-8.538461538461538,-5.1,-76.0,16.0,1260.0
Dodge County,2020-09-08,-15.928571428571429,-4.9,-27.0,6.0,1272.0
Dodge County,2020-09-09,-13.142857142857142,-2.8181818181818183,-24.0,6.0,1326.0
Dodge County,2020-09-10,-12.928571428571429,-2.6,-24.0,5.0,1348.0
Dodge County,2020-09-11,-13.0,-7.0,-25.0,4.0,1370.0
Dodge County,2020-09-12,-4.0,-3.0,-2.0,-1.0,1389.0
Dodge County,2020-09-13,-8.0,-1.0,-1.0,-3.0,1416.0
Dodge County,2020-09-14,-11.0,2.0,-21.0,2.0,1417.0
Dodge County,2020-09-15,-5.0,6.0,-22.0,3.0,1459.0
Dodge County,2020-09-16,-6.0,1.0,-22.0,3.0,1477.0
Dodge County,2020-09-17,-10.0,-2.0,-21.0,3.0,1512.0
Dodge County,2020-09-18,-11.0,0.0,-23.0,4.0,1538.0
Dodge County,2020-09-19,1.0,10.0,2.0,-4.0,1573.0
Dodge County,2020-09-20,-9.0,8.0,-5.0,-3.0,1600.0
Dodge County,2020-09-21,-10.0,-1.0,-23.0,4.0,1626.0
Dodge County,2020-09-22,-9.0,2.0,-22.0,4.0,1653.0
Dodge County,2020-09-23,-9.0,5.0,-21.0,5.0,1677.0
Dodge County,2020-09-24,-14.0,0.0,-21.0,5.0,1728.0
Dodge County,2020-09-25,-10.0,1.0,-24.0,5.0,1782.0
Dodge County,2020-09-26,-5.0,7.0,0.0,-3.0,1806.0
Dodge County,2020-09-27,-12.0,1.0,-3.0,-1.0,1837.0
Dodge County,2020-09-28,-13.0,-1.0,-21.0,6.0,1884.0
Dodge County,2020-09-29,-12.0,5.0,-21.0,5.0,1931.0
Dodge County,2020-09-30,-12.0,3.0,-21.0,5.0,1959.0
Dodge County,2020-10-01,-12.0,-3.0,-20.0,5.0,2003.0
Dodge County,2020-10-02,-13.0,0.0,-22.0,5.0,2085.0
Dodge County,2020-10-03,-8.0,-1.0,-1.0,0.0,2137.0
Dodge County,2020-10-04,-9.0,3.0,-1.0,-2.0,2178.0
Dodge County,2020-10-05,-13.0,-1.0,-21.0,4.0,2207.0
Dodge County,2020-10-06,-13.0,3.0,-22.0,4.0,2226.0
Dodge County,2020-10-07,-9.0,7.0,-20.0,5.0,2268.0
Dodge County,2020-10-08,-14.0,1.0,-20.0,5.0,2369.0
Dodge County,2020-10-09,-12.0,-1.0,-23.0,6.0,2428.0
Dodge County,2020-10-10,-2.0,6.0,2.0,-2.0,2479.0
Dodge County,2020-10-11,-11.0,3.0,-2.0,-1.0,2550.0
Dodge County,2020-10-12,-19.0,-8.0,-22.0,7.0,2621.0
